2025-09-09 18:56:56.854285,opposition,"[31.954918518124554, 8.597907878420852, 5.585078596459492, 8.761502306868529]"
2025-09-09 18:56:56.931857,opposition,"[29.59775191232782, 5.237857791678902, 2.0120378208256295, 3.403460029695027]"
2025-09-09 18:56:57.013597,opposition,"[26.442029054236393, 2.8219589230007225, 0.6515997353775393, 0]"
2025-09-09 18:56:57.119142,opposition,"[19.23671490505542, 0, 0, 0]"
2025-09-09 18:56:57.121184,opposition,"[19.382275228492553, 1.4575614692641459, 0, 0]"
2025-09-09 18:56:57.157768,opposition,"[16.188613143151752, 0, 0, 0]"
2025-09-09 18:56:57.239293,opposition,"[15.800668360974413, 0, 0, 0]"
2025-09-09 18:56:57.320627,opposition,"[15.690487228327498, 0, 0, 0]"
2025-09-09 18:56:57.397339,opposition,"[13.762285794910678, 0, 0, 0]"
2025-09-09 18:56:57.476897,opposition,"[14.387208573865419, 0, 0, 0]"
2025-09-09 18:56:57.554442,opposition,"[14.433683150330168, 0, 0, 0]"
2025-09-09 18:56:57.642048,opposition,"[14.616978079305266, 0, 0, 0]"
2025-09-09 18:56:57.714696,opposition,"[13.324803228860905, 0, 0, 0]"
2025-09-09 18:56:57.792341,opposition,"[13.506411914200322, 0, 0, 0]"
2025-09-09 18:56:57.873892,opposition,"[14.009291438590255, 0, 0, 0]"
2025-09-09 18:56:57.948485,opposition,"[15.770020474755365, 0, 0, 0]"
2025-09-09 18:56:58.042368,opposition,"[19.32676090510512, 0, 0, 0]"
2025-09-09 18:56:58.117718,opposition,"[20.00898130532962, 0, 0, 0]"
2025-09-09 18:56:58.201680,opposition,"[22.02071787311165, 0, 0, 0]"
2025-09-09 18:56:58.278942,opposition,"[26.213594093220248, 4.133169927136359, 0.04208088465773585, 0]"
2025-09-09 18:56:58.357625,opposition,"[25.36672424871994, 3.478651285652634, 0.06856084823170239, 0]"
2025-09-09 18:56:58.424758,opposition,"[26.640200267822223, 5.020411102005628, 2.1484691151525404, 0]"
2025-09-09 18:56:58.502284,opposition,"[26.187078031397114, 5.069534309693902, 1.912176515417341, 0]"
2025-09-09 18:56:58.580832,opposition,"[21.595871205601636, 0, 0, 0]"
2025-09-09 18:56:58.659639,opposition,"[24.314470165517076, 0.4447611778537808, 0, 0]"
2025-09-09 18:56:58.738188,opposition,"[88.49335497131243, 14.384241087907757, 14.16485801338121, 13.607798190510668]"
2025-09-09 18:56:58.820294,opposition,"[89.16970367888369, 16.029924102426985, 15.85138035516318, 14.861259338419885]"
2025-09-09 18:56:58.903998,opposition,"[91.08502009328127, 17.762798879252838, 17.17246150868127, 16.518397897765492]"
2025-09-09 18:56:58.977911,opposition,"[90.86863535976681, 18.47870783440412, 17.874031394049794, 16.793907683121077]"
2025-09-09 18:56:59.057587,opposition,"[90.69809787902007, 18.82597617234878, 18.799007937585742, 17.093267764539743]"
2025-09-09 18:56:59.133432,opposition,"[90.0785208606044, 19.5076229697547, 20.062203148213186, 18.50977951186955]"
2025-09-09 18:56:59.213982,opposition,"[91.59445487357965, 21.25119903531295, 20.068226722782832, 18.70191478456713]"
2025-09-09 18:56:59.285685,opposition,"[92.61492046412604, 20.513896419722055, 19.37891834537504, 19.244390644680685]"
2025-09-09 18:56:59.356233,opposition,"[91.90086633985976, 20.417974615153277, 18.975435029531262, 18.820507515405893]"
2025-09-09 18:56:59.435316,opposition,"[91.87409410913774, 19.93098191885264, 18.486324670108857, 18.433368805034135]"
2025-09-09 18:56:59.505404,opposition,"[91.79499557602358, 19.65434608753722, 17.837104978893827, 17.910176909462628]"
2025-09-09 18:56:59.576943,opposition,"[91.97408885244003, 19.26221658825944, 17.35297013124185, 17.295156614112894]"
2025-09-09 18:56:59.656068,opposition,"[94.15982358526288, 19.150927011475606, 17.609631780403625, 16.622683747567677]"
2025-09-09 18:56:59.738983,opposition,"[93.53900901753069, 20.456221714305535, 18.35642921454116, 18.068076384454567]"
2025-09-09 18:56:59.814009,opposition,"[93.611922107454, 20.21496795349179, 18.18203240849645, 18.091992297285607]"
2025-09-09 18:56:59.894922,opposition,"[93.94983797745583, 20.50780642594766, 18.663968192632442, 18.67656690216738]"
2025-09-09 18:57:00.025943,opposition,"[93.40387301962231, 19.591490197570494, 17.853692602673256, 18.277101820064267]"
2025-09-09 18:57:00.105484,opposition,"[94.00173182014582, 19.617824965659793, 17.868651260916856, 18.423666413468386]"
2025-09-09 18:57:00.193556,opposition,"[93.46015226599401, 19.49175647339724, 17.479044271587163, 18.190914967690908]"
2025-09-09 18:57:00.270827,opposition,"[93.24685830726473, 17.756914553938497, 14.786610269344669, 16.09345917342273]"
2025-09-09 18:57:00.348708,opposition,"[93.39541323708674, 18.370523009611816, 14.217313193483882, 15.649780930994861]"
2025-09-09 18:57:00.427814,opposition,"[93.28395020380643, 17.852930692124325, 15.05304738783061, 16.28882321458316]"
2025-09-09 18:57:00.513026,opposition,"[94.86185623144786, 18.655942989757822, 14.111784333001864, 14.504780296120924]"
2025-09-09 18:57:00.591569,opposition,"[95.18650953515777, 21.70208034327884, 13.828468950504359, 13.224483870830861]"
2025-09-09 18:57:00.668123,opposition,"[56.49768511753705, 29.17879471267708, 71.64701338523723, 28.8700429213122]"
2025-09-09 18:57:00.762350,opposition,"[58.784810279460544, 31.972534155520236, 86.31784059669123, 39.23606305049386]"
2025-09-09 18:57:00.881657,opposition,"[61.335702750321566, 39.73937418443596, 80.40660355842282, 70.03655774182754]"
2025-09-09 18:57:00.966849,opposition,"[83.42000781595513, 77.02001218223803, 71.19638941312623, 54.828584402644886]"
2025-09-09 18:57:01.048367,opposition,"[81.0682662278217, 76.2054754546863, 65.54653261444116, 52.29467390056131]"
2025-09-09 18:57:01.125581,opposition,"[76.13297242220828, 75.48645989689655, 68.13914966590335, 60.40164008240295]"
2025-09-09 18:57:01.205585,opposition,"[77.7181475513931, 76.44072528976194, 68.78762581328337, 62.26612310961792]"
2025-09-09 18:57:01.286140,opposition,"[80.4470370445649, 81.37611023238709, 74.76796427962253, 68.37454390192657]"
2025-09-09 18:57:01.370964,opposition,"[79.5458237449629, 80.51453494830363, 73.82032105055532, 67.57313240628989]"
2025-09-09 18:57:01.462650,opposition,"[82.68397246149443, 83.29072622848759, 75.96862850332285, 68.84000109834376]"
2025-09-09 18:57:01.545230,opposition,"[84.43388573589547, 84.30845800375131, 77.40942163482885, 69.69271957830006]"
2025-09-09 18:57:01.626296,opposition,"[85.62612652618103, 88.39898083032163, 79.70747659311002, 71.07676697909191]"
2025-09-09 18:57:01.719859,opposition,"[88.81647132033224, 88.50063026335465, 80.13581026133087, 71.44146564256198]"
2025-09-09 18:57:01.819417,opposition,"[88.50533746183575, 87.33383901142099, 79.68525422662337, 72.81234945922446]"
2025-09-09 18:57:01.912078,opposition,"[87.65951566332689, 84.61965347711275, 77.4767305417067, 69.09056071314282]"
2025-09-09 18:57:02.025536,opposition,"[73.08667311332752, 56.71896854104554, 42.32428928997082, 36.11133907478311]"
2025-09-09 18:57:02.141264,opposition,"[28.16874359745263, 3.65201844878299, 0, 0]"
2025-09-09 18:57:02.215791,opposition,"[29.773746345035946, 5.572860375355515, 0, 0]"
2025-09-09 18:57:02.316052,opposition,"[40.28388107135512, 18.154997939977935, 11.07607448951372, 8.664518739645665]"
